timestamp,pressure,panel_pressure,cyclone_pressure,dryer_pressure_drop,reservoir_pressure,temperature_oil,current,compressor_intake_state,outlet_valve_state,dryer_tower_state,load_command_state,low_pressure_state,pressure_switch_state,oil_level_state,flow_impulse
2026-01-01T00:00:39.0000000Z,7.800000,6.800000,5.500000,0.600000,8.200000,68.000000,17.000000,1,1,0,1,0,1,1,0
2026-01-01T00:00:40.0000000Z,7.800000,6.800000,5.500000,0.600000,8.200000,68.000000,17.000000,1,1,0,1,0,1,1,0
2026-01-01T00:00:41.0000000Z,7.800000,6.800000,5.500000,0.600000,8.200000,68.000000,17.000000,1,1,0,1,0,1,1,0
2026-01-01T00:00:42.0000000Z,7.800000,6.800000,5.500000,0.600000,8.200000,68.000000,17.000000,1,1,0,1,0,1,1,0
2026-01-01T00:00:43.0000000Z,7.800000,6.800000,5.500000,0.600000,8.200000,68.000000,17.000000,1,1,0,1,0,1,1,0
2026-01-01T00:00:44.0000000Z,7.800000,6.800000,5.500000,0.600000,8.200000,68.000000,17.000000,1,1,0,1,0,1,1,0
2026-01-01T00:00:45.0000000Z,7.800000,6.800000,5.500000,0.600000,8.200000,68.000000,17.000000,1,1,0,1,0,1,1,0
2026-01-01T00:00:46.0000000Z,7.800000,6.800000,5.500000,0.600000,8.200000,68.000000,17.000000,1,1,0,1,0,1,1,0
2026-01-01T00:00:47.0000000Z,7.800000,6.800000,5.500000,0.600000,8.200000,68.000000,17.000000,1,1,0,1,0,1,1,0
2026-01-01T00:00:48.0000000Z,7.800000,6.800000,5.500000,0.600000,8.200000,68.000000,17.000000,1,1,0,1,0,1,1,0
2026-01-01T00:00:49.0000000Z,7.800000,6.800000,5.500000,0.600000,8.200000,68.000000,17.000000,1,1,0,1,0,1,1,0
2026-01-01T00:00:50.0000000Z,7.800000,6.800000,5.500000,0.600000,8.200000,68.000000,17.000000,1,1,0,1,0,1,1,0
2026-01-01T00:00:51.0000000Z,7.800000,6.800000,5.500000,0.600000,8.200000,68.000000,17.000000,1,1,0,1,0,1,1,0
2026-01-01T00:00:52.0000000Z,7.800000,6.800000,5.500000,0.600000,8.200000,68.000000,17.000000,1,1,0,1,0,1,1,0
2026-01-01T00:00:53.0000000Z,7.800000,6.800000,5.500000,0.600000,8.200000,68.000000,17.000000,1,1,0,1,0,1,1,0
2026-01-01T00:00:54.0000000Z,7.800000,6.800000,5.500000,0.600000,8.200000,68.000000,17.000000,1,1,0,1,0,1,1,0
2026-01-01T00:00:55.0000000Z,7.800000,6.800000,5.500000,0.600000,8.200000,68.000000,17.000000,1,1,0,1,0,1,1,0
2026-01-01T00:00:56.0000000Z,7.800000,6.800000,5.500000,0.600000,8.200000,68.000000,17.000000,1,1,0,1,0,1,1,0
2026-01-01T00:00:57.0000000Z,7.800000,6.800000,5.500000,0.600000,8.200000,68.000000,17.000000,1,1,0,1,0,1,1,0
2026-01-01T00:00:58.0000000Z,7.800000,6.800000,5.500000,0.600000,8.200000,68.000000,17.000000,1,1,0,1,0,1,1,0
2026-01-01T00:00:59.0000000Z,7.800000,6.800000,5.500000,0.600000,8.200000,68.000000,17.000000,1,1,0,1,0,1,1,0
2026-01-01T00:01:00.0000000Z,7.800000,6.800000,5.500000,0.600000,8.200000,68.000000,17.000000,1,1,0,1,0,1,1,0
2026-01-01T00:01:01.0000000Z,7.800000,6.800000,5.500000,0.600000,8.200000,68.000000,17.000000,1,1,0,1,0,1,1,0
2026-01-01T00:01:02.0000000Z,7.800000,6.800000,5.500000,0.600000,8.200000,68.000000,17.000000,1,1,0,1,0,1,1,0
2026-01-01T00:01:03.0000000Z,7.800000,6.800000,5.500000,0.600000,8.200000,68.000000,17.000000,1,1,0,1,0,1,1,0
2026-01-01T00:01:04.0000000Z,7.800000,6.800000,5.500000,0.600000,8.200000,68.000000,17.000000,1,1,0,1,0,1,1,0
2026-01-01T00:01:05.0000000Z,7.800000,6.800000,5.500000,0.600000,8.200000,68.000000,17.000000,1,1,0,1,0,1,1,0
2026-01-01T00:01:06.0000000Z,7.800000,6.800000,5.500000,0.600000,8.200000,68.000000,17.000000,1,1,0,1,0,1,1,0
2026-01-01T00:01:07.0000000Z,7.800000,6.800000,5.500000,0.600000,8.200000,68.000000,17.000000,1,1,0,1,0,1,1,0
2026-01-01T00:01:08.0000000Z,7.800000,6.800000,5.500000,0.600000,8.200000,68.000000,17.000000,1,1,0,1,0,1,1,0
2026-01-01T00:01:09.0000000Z,7.800000,6.800000,5.500000,0.600000,8.200000,68.000000,17.000000,1,1,0,1,0,1,1,0
2026-01-01T00:01:10.0000000Z,7.800000,6.800000,5.500000,0.600000,8.200000,68.000000,17.000000,1,1,0,1,0,1,1,0
2026-01-01T00:01:11.0000000Z,7.800000,6.800000,5.500000,0.600000,8.200000,68.000000,17.000000,1,1,0,1,0,1,1,0
2026-01-01T00:01:12.0000000Z,7.800000,6.800000,5.500000,0.600000,8.200000,68.000000,17.000000,1,1,0,1,0,1,1,0
2026-01-01T00:01:13.0000000Z,7.800000,6.800000,5.500000,0.600000,8.200000,68.000000,17.000000,1,1,0,1,0,1,1,0
2026-01-01T00:01:14.0000000Z,7.800000,6.800000,5.500000,0.600000,8.200000,68.000000,17.000000,1,1,0,1,0,1,1,0
2026-01-01T00:01:15.0000000Z,7.800000,6.800000,5.500000,0.600000,8.200000,68.000000,17.000000,1,1,0,1,0,1,1,0
2026-01-01T00:01:16.0000000Z,7.800000,6.800000,5.500000,0.600000,8.200000,68.000000,17.000000,1,1,0,1,0,1,1,0
2026-01-01T00:01:17.0000000Z,7.800000,6.800000,5.500000,0.600000,8.200000,68.000000,17.000000,1,1,0,1,0,1,1,0
2026-01-01T00:01:18.0000000Z,7.800000,6.800000,5.500000,0.600000,8.200000,68.000000,17.000000,1,1,0,1,0,1,1,0
2026-01-01T00:01:19.0000000Z,7.800000,6.800000,5.500000,0.600000,8.200000,68.000000,17.000000,1,1,0,1,0,1,1,0
2026-01-01T00:01:20.0000000Z,7.800000,6.800000,5.500000,0.600000,8.200000,68.000000,17.000000,1,1,0,1,0,1,1,0
2026-01-01T00:01:21.0000000Z,7.800000,6.800000,5.500000,0.600000,8.200000,68.000000,17.000000,1,1,0,1,0,1,1,0
2026-01-01T00:01:22.0000000Z,7.800000,6.800000,5.500000,0.600000,8.200000,68.000000,17.000000,1,1,0,1,0,1,1,0
2026-01-01T00:01:23.0000000Z,7.800000,6.800000,5.500000,0.600000,8.200000,68.000000,17.000000,1,1,0,1,0,1,1,0
2026-01-01T00:01:24.0000000Z,7.800000,6.800000,5.500000,0.600000,8.200000,68.000000,17.000000,1,1,0,1,0,1,1,0
2026-01-01T00:01:25.0000000Z,7.800000,6.800000,5.500000,0.600000,8.200000,68.000000,17.000000,1,1,0,1,0,1,1,0
2026-01-01T00:01:26.0000000Z,7.800000,6.800000,5.500000,0.600000,8.200000,68.000000,17.000000,1,1,0,1,0,1,1,0
2026-01-01T00:01:27.0000000Z,7.800000,6.800000,5.500000,0.600000,8.200000,68.000000,17.000000,1,1,0,1,0,1,1,0
2026-01-01T00:01:28.0000000Z,7.800000,6.800000,5.500000,0.600000,8.200000,68.000000,17.000000,1,1,0,1,0,1,1,0
2026-01-01T00:01:29.0000000Z,7.800000,6.800000,5.500000,0.600000,8.200000,68.000000,17.000000,1,1,0,1,0,1,1,0
2026-01-01T00:01:30.0000000Z,7.800000,6.800000,5.500000,0.600000,8.200000,68.000000,17.000000,1,1,0,1,0,1,1,0
2026-01-01T00:01:31.0000000Z,7.800000,6.800000,5.500000,0.600000,8.200000,68.000000,17.000000,1,1,0,1,0,1,1,0
2026-01-01T00:01:32.0000000Z,7.800000,6.800000,5.500000,0.600000,8.200000,68.000000,17.000000,1,1,0,1,0,1,1,0
2026-01-01T00:01:33.0000000Z,7.800000,6.800000,5.500000,0.600000,8.200000,68.000000,17.000000,1,1,0,1,0,1,1,0
2026-01-01T00:01:34.0000000Z,7.800000,6.800000,5.500000,0.600000,8.200000,68.000000,17.000000,1,1,0,1,0,1,1,0
2026-01-01T00:01:35.0000000Z,7.800000,6.800000,5.500000,0.600000,8.200000,68.000000,17.000000,1,1,0,1,0,1,1,0
2026-01-01T00:01:36.0000000Z,7.800000,6.800000,5.500000,0.600000,8.200000,68.000000,17.000000,1,1,0,1,0,1,1,0
2026-01-01T00:01:37.0000000Z,7.800000,6.800000,5.500000,0.600000,8.200000,68.000000,17.000000,1,1,0,1,0,1,1,0
2026-01-01T00:01:38.0000000Z,7.800000,6.800000,5.500000,0.600000,8.200000,68.000000,17.000000,1,1,0,1,0,1,1,0
2026-01-01T00:01:39.0000000Z,7.800000,6.800000,5.500000,0.600000,8.200000,68.000000,17.000000,1,1,0,1,0,1,1,0
2026-01-01T00:01:40.0000000Z,7.800000,6.800000,5.500000,0.600000,8.200000,68.000000,17.000000,1,1,0,1,0,1,1,0
2026-01-01T00:01:41.0000000Z,7.800000,6.800000,5.500000,0.600000,8.200000,68.000000,17.000000,1,1,0,1,0,1,1,0
2026-01-01T00:01:42.0000000Z,7.800000,6.800000,5.500000,0.600000,8.200000,68.000000,17.000000,1,1,0,1,0,1,1,0
2026-01-01T00:01:43.0000000Z,7.800000,6.800000,5.500000,0.600000,8.200000,68.000000,17.000000,1,1,0,1,0,1,1,0
2026-01-01T00:01:44.0000000Z,7.800000,6.800000,5.500000,0.600000,8.200000,68.000000,17.000000,1,1,0,1,0,1,1,0
2026-01-01T00:01:45.0000000Z,7.800000,6.800000,5.500000,0.600000,8.200000,68.000000,17.000000,1,1,0,1,0,1,1,0
2026-01-01T00:01:46.0000000Z,7.800000,6.800000,5.500000,0.600000,8.200000,68.000000,17.000000,1,1,0,1,0,1,1,0
2026-01-01T00:01:47.0000000Z,7.800000,6.800000,5.500000,0.600000,8.200000,68.000000,17.000000,1,1,0,1,0,1,1,0
2026-01-01T00:01:48.0000000Z,7.800000,6.800000,5.500000,0.600000,8.200000,68.000000,17.000000,1,1,0,1,0,1,1,0
2026-01-01T00:01:49.0000000Z,7.800000,6.800000,5.500000,0.600000,8.200000,68.000000,17.000000,1,1,0,1,0,1,1,0
2026-01-01T00:01:50.0000000Z,7.800000,6.800000,5.500000,0.600000,8.200000,68.000000,17.000000,1,1,0,1,0,1,1,0
2026-01-01T00:01:51.0000000Z,7.800000,6.800000,5.500000,0.600000,8.200000,68.000000,17.000000,1,1,0,1,0,1,1,0
2026-01-01T00:01:52.0000000Z,7.800000,6.800000,5.500000,0.600000,8.200000,68.000000,17.000000,1,1,0,1,0,1,1,0
2026-01-01T00:01:53.0000000Z,7.800000,6.800000,5.500000,0.600000,8.200000,68.000000,17.000000,1,1,0,1,0,1,1,0
2026-01-01T00:01:54.0000000Z,7.800000,6.800000,5.500000,0.600000,8.200000,68.000000,17.000000,1,1,0,1,0,1,1,0
2026-01-01T00:01:55.0000000Z,7.800000,6.800000,5.500000,0.600000,8.200000,68.000000,17.000000,1,1,0,1,0,1,1,0
2026-01-01T00:01:56.0000000Z,7.800000,6.800000,5.500000,0.600000,8.200000,68.000000,17.000000,1,1,0,1,0,1,1,0
2026-01-01T00:01:57.0000000Z,7.800000,6.800000,5.500000,0.600000,8.200000,68.000000,17.000000,1,1,0,1,0,1,1,0
2026-01-01T00:01:58.0000000Z,7.800000,6.800000,5.500000,0.600000,8.200000,68.000000,17.000000,1,1,0,1,0,1,1,0
2026-01-01T00:01:59.0000000Z,7.800000,6.800000,5.500000,0.600000,8.200000,68.000000,17.000000,1,1,0,1,0,1,1,0
